CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
4101,4101,instituto de educacion tecnica profesional de roldanillo,102392,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,el dovio,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4101,4101,instituto de educacion tecnica profesional de roldanillo,102396,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1728,1728,universidad sergio arboleda,102406,finanzas internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2836,2836,corporacion universitaria empresarial de salamanca,10241,administracion de empresas,administracion de empresas y derecho,Universitario,magdalena,cienaga,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2836,2836,corporacion universitaria empresarial de salamanca,10242,administracion de empresas,administracion de empresas y derecho,Universitario,magdalena,cienaga,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2810,2810,corporacion universidad de la costa cuc,102433,derecho,administracion de empresas y derecho,Universitario,meta,villavicencio,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1816,universidad cooperativa de colombia,102434,derecho,administracion de empresas y derecho,Universitario,antioquia,apartado,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2850,2850,corporacion universitaria antonio jose de sucre corposucre,102441,administracion de empresas,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9107,9107,escuela de ingenieros militares,10246,ingenieria civil,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2725,2725,politecnico grancolombiano,102464,derecho,administracion de empresas y derecho,Universitario,antioquia,medellin,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9131,9131,fundacion universitaria cervantes san agustin unicervantes,102468,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1110,1110,universidad del cauca,102471,ingenieria civil,ingenieria industria y construccion,Universitario,cauca,santander de quilichao,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2207,2207,instituto universitario de la paz,102479,ingenieria de produccion,ingenieria industria y construccion,Universitario,bolivar,simiti,1249,ingenieria de produccion,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1709,1709,universidad central,102509,biologia,ciencias naturales matematicas y estadistica,Universitario,bogota d c,bogota d c,101947,biologia,Universitario,ciencias naturales matematicas y estadistica,1,antioquia,medellin
9131,9131,fundacion universitaria cervantes san agustin unicervantes,102510,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9131,9131,fundacion universitaria cervantes san agustin unicervantes,102511,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,102514,profesional en finanzas y negocios internacionales,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3718,3718,fundacion de estudios superiores comfanorte f e s c,102515,administracion financiera,administracion de empresas y derecho,Universitario,norte de santander,ocana,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3718,3718,fundacion de estudios superiores comfanorte f e s c,102518,administracion de negocios internacionales,administracion de empresas y derecho,Universitario,norte de santander,ocana,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3817,3817,corporacion universitaria autonoma de narino aunar,102519,administracion de empresas,administracion de empresas y derecho,Universitario,narino,pasto,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2719,2719,universidad catolica luis amigo,10252,contaduria publica,administracion de empresas y derecho,Universitario,antioquia,medellin,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2719,2719,universidad catolica luis amigo,102540,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,medellin,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1114,1114,universidad surcolombiana,102560,derecho,administracion de empresas y derecho,Universitario,huila,garzon,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3117,3117,institucion universitaria de barranquilla iub,102572,administracion de negocios internacionales,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3117,3117,institucion universitaria de barranquilla iub,102577,ingenieria en procesos industriales,ingenieria industria y construccion,Universitario,atlantico,soledad,2923,ingenieria de procesos,Universitario,ingenieria industria y construccion,1,antioquia,medellin
9116,9116,fundacion universitaria claretiana uniclaretiana,102578,ingenieria de sistemas,ingenieria industria y construccion,Universitario,choco,quibdo,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2805,2805,universidad simon bolivar,102598,comercio y negocios internacionales,ciencias sociales periodismo e informacion,Universitario,norte de santander,san jose de cucuta,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2728,2728,fundacion universitaria del area andina,102607,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2725,2725,politecnico grancolombiano,102630,negocios internacionales,administracion de empresas y derecho,Universitario,antioquia,medellin,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9900,9900,corporacion universitaria u de colombia,102635,administracion financiera,administracion de empresas y derecho,Universitario,antioquia,medellin,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1729,1729,universidad el bosque,102650,ciencia politica,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1114,1114,universidad surcolombiana,102656,derecho,administracion de empresas y derecho,Universitario,huila,pitalito,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1114,1114,universidad surcolombiana,102661,contaduria publica,administracion de empresas y derecho,Universitario,huila,pitalito,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1114,1114,universidad surcolombiana,102662,administracion de empresas,administracion de empresas y derecho,Universitario,huila,garzon,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1114,1114,universidad surcolombiana,102663,contaduria publica,administracion de empresas y derecho,Universitario,huila,la plata,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2847,2847,universidad de investigacion y desarrollo udi,102664,administracion de empresas,administracion de empresas y derecho,Universitario,santander,san gil,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,102666,contaduria publica,administracion de empresas y derecho,Universitario,meta,villavicencio,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1112,1112,universidad de caldas,102682,administracion financiera,administracion de empresas y derecho,Universitario,caldas,manizales,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1112,1112,universidad de caldas,102683,administracion financiera,administracion de empresas y derecho,Universitario,risaralda,pereira,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2847,2847,universidad de investigacion y desarrollo udi,102728,contaduria publica,administracion de empresas y derecho,Universitario,santander,san gil,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9913,9913,corporacion universitaria de asturias,102729,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2725,2725,politecnico grancolombiano,102743,ingenieria de sistemas,ingenieria industria y construccion,Universitario,antioquia,medellin,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1202,1202,universidad del atlantico,102761,musica,arte y humanidades,Universitario,atlantico,barranquilla,4959,musica,Universitario,arte y humanidades,1,antioquia,medellin
1201,1201,universidad de antioquia,102814,ingenieria agropecuaria,agropecuario silvicultura pesca y veterinaria,Universitario,antioquia,sonson,107709,ingenieria agronomica,Universitario,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin
1712,1712,universidad eafit,102816,finanzas,administracion de empresas y derecho,Universitario,antioquia,medellin,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2830,2830,corporacion universitaria iberoamericana,102818,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1729,1729,universidad el bosque,102827,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1801,1802,universidad la gran colombia,102839,ingenieria geografica y ambiental,ingenieria industria y construccion,Universitario,quindio,armenia,109454,diseno urbano y gestion del habitat,Universitario,ingenieria industria y construccion,1,antioquia,medellin
3201,3201,unidades tecnologicas de santander,102842,contaduria publica,administracion de empresas y derecho,Universitario,norte de santander,san jose de cucuta,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4702,4702,fundacion de educacion superior san jose fessanjose,102846,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2725,2725,politecnico grancolombiano,102847,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,medellin,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
