CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
1709.0,1709.0,universidad central,2993,ingenieria mecanica,ingenieria industria y construccion,bogota d c,bogota d c,1250,ingenieria mecanica,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,0.9999999,ALTO
1205.0,1205.0,universidad de cartagena,2995,matematicas,ciencias naturales matematicas y estadistica,bolivar,cartagena de indias,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.8366837,ALTO
1816.0,1818.0,universidad cooperativa de colombia,2998,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1101.0,1101.0,universidad nacional de colombia,30,arquitectura,ingenieria industria y construccion,bogota d c,bogota d c,109454,diseno urbano y gestion del habitat,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.40425888,MUY BAJO
1831.0,1831.0,universidad de ibague,3019,derecho,administracion de empresas y derecho,tolima,ibague,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
2805.0,2805.0,universidad simon bolivar,3020,psicologia,ciencias sociales periodismo e informacion,atlantico,barranquilla,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1110.0,1110.0,universidad del cauca,3048,biologia,ciencias naturales matematicas y estadistica,cauca,popayan,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"3,4",medio,1.0,ALTO
1805.0,1805.0,universidad santiago de cali,3054,comunicacion social,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1815.0,1815.0,corporacion universidad piloto de colombia,3055,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9486653,ALTO
1701.0,1701.0,pontificia universidad javeriana,3078,ciencia politica,ciencias sociales periodismo e informacion,bogota d c,bogota d c,19032,ciencias politicas,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"4,8",alto,0.9925115,ALTO
1701.0,1701.0,pontificia universidad javeriana,3079,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"4,8",alto,1.0000001,ALTO
2715.0,2715.0,fundacion universitaria de popayan,3087,psicologia,ciencias sociales periodismo e informacion,cauca,popayan,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,6",bajo,0.9999998,ALTO
1831.0,1831.0,universidad de ibague,3088,psicologia,ciencias sociales periodismo e informacion,tolima,ibague,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999998,ALTO
1101.0,1101.0,universidad nacional de colombia,31,biologia,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,2,bajo,1.0,ALTO
1101.0,1101.0,universidad nacional de colombia,3100,musica,arte y humanidades,bogota d c,bogota d c,4959,musica,arte y humanidades,1,antioquia,medellin,,2,bajo,1.0,ALTO
1101.0,1101.0,universidad nacional de colombia,3101,musica instrumental,arte y humanidades,bogota d c,bogota d c,4959,musica,arte y humanidades,1,antioquia,medellin,,2,bajo,0.7665534,MEDIO
1101.0,1104.0,universidad nacional de colombia,3104,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,valle del cauca,palmira,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,1,bajo,0.99999994,ALTO
1114.0,1114.0,universidad surcolombiana,3109,comunicacion social y periodismo,ciencias sociales periodismo e informacion,huila,neiva,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,4",bajo,0.7833041,MEDIO
2207.0,2207.0,instituto universitario de la paz,3128,ingenieria de produccion,ingenieria industria y construccion,santander,barrancabermeja,1249,ingenieria de produccion,ingenieria industria y construccion,1,antioquia,medellin,,1,bajo,1.0,ALTO
1812.0,1812.0,universidad de medellin,3134,ingenieria de sistemas,ingenieria industria y construccion,antioquia,medellin,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1812.0,1812.0,universidad de medellin,3136,comunicacion y relaciones corporativas,ciencias sociales periodismo e informacion,antioquia,medellin,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.6837548,BAJO
2207.0,2207.0,instituto universitario de la paz,3139,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,santander,barrancabermeja,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,1,bajo,0.99999994,ALTO
1101.0,1101.0,universidad nacional de colombia,3140,ciencia politica,ciencias sociales periodismo e informacion,bogota d c,bogota d c,19032,ciencias politicas,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.9925115,ALTO
1805.0,1805.0,universidad santiago de cali,3141,economia,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1718.0,1724.0,universidad de san buenaventura,3142,ingenieria de sistemas,ingenieria industria y construccion,bolivar,cartagena de indias,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1213.0,1213.0,universidad del magdalena unimagdalena,3147,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,magdalena,santa marta,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,1.0000001,ALTO
2828.0,2828.0,corporacion universitaria del huila corhuila,3165,administraci n bancaria y financiera,administracion de empresas y derecho,huila,neiva,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.7592876,MEDIO
2828.0,2828.0,corporacion universitaria del huila corhuila,3167,administracion comercial,administracion de empresas y derecho,huila,neiva,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.68816674,BAJO
1204.0,1204.0,universidad industrial de santander,3177,derecho,administracion de empresas y derecho,santander,bucaramanga,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
1712.0,1712.0,universidad eafit,3182,economia,ciencias sociales periodismo e informacion,antioquia,medellin,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"4,8",alto,0.99999994,ALTO
1735.0,1735.0,universidad manuela beltran umb,3186,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1718.0,1718.0,universidad de san buenaventura,3190,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1206.0,1206.0,universidad de narino,3227,comercio internacional y mercadeo,administracion de empresas y derecho,narino,pasto,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.74082804,MEDIO
1718.0,1718.0,universidad de san buenaventura,3229,economia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1718.0,1724.0,universidad de san buenaventura,3252,contaduria publica,administracion de empresas y derecho,bolivar,cartagena de indias,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1816.0,1816.0,universidad cooperativa de colombia,3254,derecho,administracion de empresas y derecho,antioquia,medellin,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1816.0,1820.0,universidad cooperativa de colombia,3255,derecho,administracion de empresas y derecho,magdalena,santa marta,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1113.0,1113.0,universidad de cordoba,327,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,cordoba,monteria,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
1728.0,1728.0,universidad sergio arboleda,3271,comunicacion social y periodismo,ciencias sociales periodismo e informacion,bogota d c,bogota d c,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.7833041,MEDIO
2102.0,2102.0,universidad nacional abierta y a distancia unad,3274,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
1101.0,1101.0,universidad nacional de colombia,33,fisica,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,17581,ingenieria fisica,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.7594962,MEDIO
1818.0,1818.0,universidad cooperativa de colombia,3313,ingenieria civil,ingenieria industria y construccion,bogota d c,bogota d c,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1816.0,1818.0,universidad cooperativa de colombia,3314,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1207.0,1207.0,universidad del tolima,3315,biologia,ciencias naturales matematicas y estadistica,tolima,ibague,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
1207.0,1207.0,universidad del tolima,3345,matematicas con enfasis en estadistica,ciencias naturales matematicas y estadistica,tolima,ibague,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.8339158,ALTO
1101.0,1101.0,universidad nacional de colombia,34,geologia,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,1251,geologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,2,bajo,1.0,ALTO
1114.0,1114.0,universidad surcolombiana,340,contaduria publica,administracion de empresas y derecho,huila,neiva,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
2102.0,2102.0,universidad nacional abierta y a distancia unad,3425,comunicacion social,ciencias sociales periodismo e informacion,bogota d c,bogota d c,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.99999994,ALTO
1206.0,1206.0,universidad de narino,3426,biologia,ciencias naturales matematicas y estadistica,narino,pasto,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
1806.0,1808.0,universidad libre,3437,contaduria publica,administracion de empresas y derecho,atlantico,barranquilla,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1830.0,1830.0,universidad autonoma de occidente,3444,ingenieria de produccion,ingenieria industria y construccion,valle del cauca,santiago de cali,1249,ingenieria de produccion,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0,ALTO
1206.0,1206.0,universidad de narino,3474,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,narino,pasto,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,1.0000001,ALTO
1101.0,1101.0,universidad nacional de colombia,35,matematicas,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.8366837,ALTO
2727.0,2727.0,fundacion universitaria ceipa,352,administracion de empresas,administracion de empresas y derecho,antioquia,sabaneta,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.94866514,ALTO
1816.0,1818.0,universidad cooperativa de colombia,3527,comercio internacional,administracion de empresas y derecho,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.747129,MEDIO
1832.0,1832.0,universidad tecnologica de bolivar,3545,administracion de empresas,administracion de empresas y derecho,bolivar,cartagena de indias,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
1209.0,1209.0,universidad francisco de paula santander,3597,ingenieria de produccion industrial,ingenieria industria y construccion,norte de santander,san jose de cucuta,1249,ingenieria de produccion,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.9396244,ALTO
2811.0,2811.0,universidad escuela colombiana de ingenieria julio garavito,3602,economia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"3,3",medio,0.99999994,ALTO
1115.0,1115.0,universidad de la amazonia,3607,ingenieria agroecologica,agropecuario silvicultura pesca y veterinaria,caqueta,florencia,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,1,bajo,0.9154234,ALTO
1115.0,1115.0,universidad de la amazonia,3608,biologia,ciencias naturales matematicas y estadistica,caqueta,florencia,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,1,bajo,1.0,ALTO
1117.0,1117.0,universidad militar nueva granada,361,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.99999994,ALTO
1117.0,1117.0,universidad militar nueva granada,362,economia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.99999994,ALTO
1117.0,1117.0,universidad militar nueva granada,363,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
1110.0,1110.0,universidad del cauca,3636,ingenieria fisica,ingenieria industria y construccion,cauca,popayan,17581,ingenieria fisica,ingenieria industria y construccion,1,antioquia,medellin,,"3,4",medio,1.0,ALTO
1728.0,1728.0,universidad sergio arboleda,3637,administracion empresarial,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.98682797,ALTO
2725.0,2725.0,politecnico grancolombiano,3638,comunicacion social periodismo,ciencias sociales periodismo e informacion,bogota d c,bogota d c,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.7771944,MEDIO
